;ANNEE;CD_STATION;NBPREL;MOYPTOT;MAXPTOT;MINMOLRECH;MAXMOLRECH;MINMOLQ;MAQMOLQ
0;2009;00057X0248/F4;1;0.0;0.0;62;62;0;0
1;2009;00061X0118/F8;2;0.025;0.04;62;63;1;2
2;2009;00066X0042/SO;2;0.29;0.35;31;31;2;2
3;2009;00071X0015/F;2;0.0;0.0;31;31;0;0
4;2009;00075X0158/F15;2;0.21;0.4;31;31;1;4
5;2009;00085X0063/F2;2;0.0;0.0;31;31;0;0
6;2009;00103X0308/F3;1;0.03;0.03;62;62;1;1
7;2009;00108X0005/GC1;2;0.16;0.18;62;63;2;2
8;2009;00115X0030/P1;2;0.295;0.3;62;63;2;2
9;2009;00116X0001/P1;1;0.16;0.16;63;63;2;2
10;2009;00118X0027/SO;2;0.095;0.1;31;31;2;2
11;2009;00118X0039/F;2;0.0;0.0;31;31;0;0
12;2009;00122X0001/F1;1;0.03;0.03;62;62;1;1
13;2009;00126X0128/SO;2;0.98;1.92;31;31;1;5
14;2009;00127X0336/F;2;0.295;0.37;43;43;4;5
15;2009;00144D0129/F1;2;0.0;0.0;31;31;0;0
16;2009;00163X0081/F;1;0.05;0.05;62;62;1;1
17;2009;00163X0083/F3;1;0.12;0.12;63;63;2;2
18;2009;00164X0059/P1;1;0.13;0.13;62;62;2;2
19;2009;00164X0069/F1;1;0.18;0.18;63;63;3;3
20;2009;00167X0003/F1;10;0.253;0.3;39;63;3;5
21;2009;00171X0113/P1;11;0.261818181818;0.32;39;41;2;3
22;2009;00173X0047/SO;2;0.125;0.14;31;31;2;2
23;2009;00176X0057/SO;2;0.045;0.06;31;31;1;2
24;2009;00177X0047/SO1;2;0.08;0.09;31;31;2;2
25;2009;00178X0020/SO;2;0.01;0.02;31;31;0;1
26;2009;00181X0088/E1;2;0.155;0.16;31;31;2;2
27;2009;00182X0001/S1;2;0.115;0.15;31;31;2;3
28;2009;00186X0005/SO;2;0.17;0.25;31;31;2;3
29;2009;00188X0063/SO1;2;0.02;0.04;31;31;0;2
30;2009;00188X0067/F3;1;0.02;0.02;63;63;1;1
31;2009;00192X0137/F2BIS;1;0.02;0.02;63;63;1;1
32;2009;00194D0214/F1;1;0.01;0.01;62;62;1;1
33;2009;00195X0163/F1;1;0.02;0.02;63;63;1;1
34;2009;00197X0113/F1;2;0.095;0.12;63;63;3;4
35;2009;00198X0235/F2;1;0.05;0.05;62;62;2;2
36;2009;00198X0326/F1;2;0.125;0.16;31;31;3;5
37;2009;00201B0019/F19;1;0.02;0.02;62;62;1;1
38;2009;00208X0002/F1;1;0.0;0.0;62;62;0;0
39;2009;00215X0187/PZAE;2;0.0;0.0;31;50;0;0
40;2009;00238X0067/F1;1;0.0;0.0;12;12;0;0
41;2009;00241X0230/HY;2;0.04;0.07;33;33;1;2
42;2009;00248X0053/F2;1;0.05;0.05;63;63;2;2
43;2009;00251X0005/P1;1;0.03;0.03;62;62;1;1
44;2009;00252X0003/P1;1;0.2;0.2;62;62;3;3
45;2009;00253X0031/F1;1;0.11;0.11;63;63;2;2
46;2009;00256X0090/SO1;2;0.035;0.04;42;42;1;1
47;2009;00262X0040/SO1;2;0.045;0.05;31;31;1;1
48;2009;00266X0017/SO;2;0.065;0.08;42;42;2;3
49;2009;00267X0355/F1;2;0.0;0.0;33;33;0;0
50;2009;00268X0021/SO;2;0.24;0.33;43;43;5;7
51;2009;00275X0028/SO;2;0.075;0.09;31;31;2;2
52;2009;00285X0375/SO1;2;0.035;0.05;33;33;1;2
53;2009;00324X0043/HY;2;0.71;0.79;44;44;6;6
54;2009;00325X0072/PZ1;2;0.17;0.2;31;50;2;3
55;2009;00326X0110/EOLIE;1;0.47;0.47;31;31;3;3
56;2009;00328X0014/HY;2;0.14;0.15;31;31;2;3
57;2009;00328X0054/MY;2;0.2;0.21;31;31;4;4
58;2009;00332X0065/PZ1;2;1.395;1.52;31;50;5;7
59;2009;00335X0141/FEXPL1;1;0.0;0.0;12;12;0;0
60;2009;00343X0001/HY;2;0.02;0.02;31;31;1;1
61;2009;00343X0047/HY;2;0.1;0.11;31;31;1;2
62;2009;00344X0058/SO1;2;0.16;0.16;31;31;2;2
63;2009;00345X0052/HY;2;0.005;0.01;31;31;0;1
64;2009;00346X0010/F1;1;0.0;0.0;12;12;0;0
65;2009;00353X0059/F1;1;0.0;0.0;62;62;0;0
66;2009;00354X0097/F1;1;0.06;0.06;31;31;3;3
67;2009;00356X0045/HY;2;0.08;0.09;42;42;2;3
68;2009;00364X0044/P1;1;0.0;0.0;62;62;0;0
69;2009;00368X0052/SO1;2;0.56;0.62;32;32;6;7
70;2009;00368X0053/SO1;2;0.05;0.05;31;31;1;1
71;2009;00372X0075/P1;1;0.02;0.02;62;62;1;1
72;2009;00376X0009/F1;1;0.06;0.06;62;62;2;2
73;2009;00378X0030/SO1;2;0.205;0.25;31;31;2;2
74;2009;00378X0136/SO1;2;0.105;0.11;31;31;2;2
75;2009;00381X0083/SO1;1;0.05;0.05;42;42;2;2
76;2009;00406X0006/PAEP;5;0.006126;0.03;57;268;0;2
77;2009;00428X0038/HY;6;0.0;0.0;163;234;0;0
78;2009;00436X0069/HY;1;0.0;0.0;234;234;0;0
79;2009;00436X0180/F2;2;0.0;0.0;234;234;0;0
80;2009;00438X0009/HY;1;0.0;0.0;234;234;0;0
81;2009;00443X0017/HY;1;0.122;0.122;234;234;2;2
82;2009;00453X0080/HY;2;0.015;0.02;31;31;1;1
83;2009;00456X0025/HY;2;0.025;0.04;33;33;1;2
84;2009;00457X0036/HY;2;0.01;0.02;33;33;0;1
85;2009;00464X0050/HY;2;0.055;0.06;33;33;2;2
86;2009;00464X0113/HY;2;0.06;0.06;42;42;2;2
87;2009;00468X0028/HY;2;0.04;0.04;31;31;2;2
88;2009;00471X0075/P.ART;1;0.02;0.02;44;44;1;1
89;2009;00473X0044/F;1;0.01;0.01;31;31;1;1
90;2009;00474X0078/F;1;0.0;0.0;13;13;0;0
91;2009;00477X0091/PIEZO;2;0.02;0.03;31;50;1;2
92;2009;00478X0099/F01;1;0.0;0.0;31;31;0;0
93;2009;00482X0083/F;1;0.01;0.01;31;31;1;1
94;2009;00485X0056/HY;2;0.085;0.09;42;42;2;3
95;2009;00486X0080/F;1;0.72;0.72;31;31;5;5
96;2009;00488X0027/HY;3;0.0233333333333;0.05;32;32;0;2
97;2009;00488X0042/F;1;0.1;0.1;31;31;2;2
98;2009;00494X0155/HY;2;0.08;0.08;42;42;2;2
99;2009;00495X0066/F;4;0.085;0.13;31;43;2;3
100;2009;00496X0033/HY;2;0.135;0.22;42;42;2;2
101;2009;00501X0038/HY;2;0.105;0.12;42;42;2;2
102;2009;00512X0204/P;2;0.0;0.0;228;231;0;0
103;2009;00515X0118/HY;2;0.015;0.03;228;231;0;1
104;2009;00517X0030/SCE;4;0.575;0.74;228;231;2;3
105;2009;00518X0001/S1AEP;2;0.0;0.0;228;231;0;0
106;2009;00518X0011/SO;4;0.2475;0.79;228;231;1;5
107;2009;00535X0003/PAEP;4;0.005075;0.02;56;268;0;1
108;2009;00567X0040/HY;3;0.09;0.128;234;236;2;4
109;2009;00568X0045/P;11;0.0363636363636;0.135;234;236;0;3
110;2009;00574X0138/F;3;0.064;0.073;164;234;2;2
111;2009;00575X0137/HY;12;0.0995;0.151;233;236;1;3
112;2009;00578X0007/HY;9;0.161666666667;0.525;234;236;1;4
113;2009;00581X0004/F;4;0.0;0.0;199;234;0;0
114;2009;00583X0003/F;3;0.0306666666667;0.069;163;234;0;2
115;2009;00595X0009/HY;1;0.063;0.063;234;234;2;2
116;2009;00596X0030/F;3;0.0;0.0;163;234;0;0
117;2009;00601X0040/111111;3;0.094;0.125;164;234;2;2
118;2009;00602X0017/P;3;0.0333333333333;0.069;163;234;0;2
119;2009;00606X0081/S;2;0.0275;0.03;234;234;1;2
120;2009;00607X0228/F;3;0.0493333333333;0.061;164;234;2;2
121;2009;00608X0060/HY;4;0.28325;0.334;234;236;2;3
122;2009;00616X0022/HY;2;0.155;0.16;33;33;2;3
123;2009;00617X0017/HY;2;0.11;0.12;33;33;2;3
124;2009;00624X0048/HY;2;0.045;0.05;42;42;2;2
125;2009;00625X0031/HY;2;0.005;0.01;31;31;0;1
126;2009;00627X0005/PC;1;0.0;0.0;13;13;0;0
127;2009;00633X0103/F;1;0.0;0.0;31;31;0;0
128;2009;00633X0104/F;1;0.33;0.33;31;31;7;7
129;2009;00633X0130/F01;1;0.32;0.32;32;32;6;6
130;2009;00634X0098/HY;2;0.025;0.03;42;42;1;1
131;2009;00635X0092/PZ2001;2;0.03;0.04;31;50;1;1
132;2009;00641X0089/F;1;0.0;0.0;13;13;0;0
133;2009;00642X0086/F01;1;0.0;0.0;31;31;0;0
134;2009;00644X0016/F;1;0.01;0.01;32;32;1;1
135;2009;00647X0236/PZ1;2;0.105;0.14;31;50;2;2
136;2009;00648X0142/F01;1;0.02;0.02;31;31;1;1
137;2009;00652X0053/F;1;0.0;0.0;12;12;0;0
138;2009;00653X0002/F;4;0.0;0.0;228;231;0;0
139;2009;00656X0029/F;1;0.0;0.0;231;231;0;0
140;2009;00663X0121/F2;1;0.0;0.0;234;234;0;0
141;2009;00671X0049/P-C;4;0.48;0.68;228;231;2;3
142;2009;00673X0096/S.GOIN;4;0.435;0.55;228;231;2;4
143;2009;00675X0141/F.AEP;4;0.5075;0.86;228;231;2;4
144;2009;00678X0003/PAEP;1;0.0;0.0;231;231;0;0
145;2009;00681X0032/SAEP2;5;0.252;0.46;56;231;1;3
146;2009;00682X0027/SAEP;8;0.09761375;0.13091;56;270;2;3
147;2009;00683X0023/SAEP1;6;0.00666666666667;0.04;263;270;0;1
148;2009;00684X0011/SAEP;1;0.0;0.0;268;268;0;0
149;2009;00687X0003/SAEP;6;0.255083333333;0.3103;263;270;1;3
150;2009;00692X0044/AEP;2;0.00015;0.0003;268;268;0;1
151;2009;00696X0046/SAEP;2;0.00037;0.00042;268;268;2;2
152;2009;00697X0051/SAEP;5;0.20243;0.27;263;270;2;4
153;2009;00698X0004/P4AEP;3;0.00666666666667;0.02;55;268;0;1
154;2009;00698X0027/SAEP;3;0.0433333333333;0.11;55;268;0;2
155;2009;00724X0018/F1;3;0.0286666666667;0.036;95;234;1;1
156;2009;00726X0004/FE1;3;0.0;0.0;95;234;0;0
157;2009;00728X0030/C1;3;0.08;0.098;95;234;1;2
158;2009;00728X0042/F1;3;0.0;0.0;94;234;0;0
159;2009;00732X0007/C1;2;0.0;0.0;234;234;0;0
160;2009;00732X0014/F10;4;0.59675;1.207;233;236;3;10
161;2009;00746X0062/HY;5;0.1184;0.199;164;236;2;3
162;2009;00753X0050/F;3;0.117333333333;0.146;164;234;2;3
163;2009;00756X0040/F;14;0.047;0.067;164;236;1;2
164;2009;00756X0151/F1;4;0.00725;0.029;234;236;0;1
165;2009;00765X0025/HY;2;0.0895;0.106;234;234;2;2
166;2009;00767X0021/F;12;0.155583333333;0.282;164;236;2;5
167;2009;00777X0024/F;3;0.195666666667;0.231;234;236;2;2
168;2009;00782X0138/HY;2;0.0535;0.056;234;234;1;1
169;2009;00783X0009/HY;2;0.0045;0.009;234;234;0;1
170;2009;00784X0017/F.1978;4;0.1345;0.161;234;236;2;2
171;2009;00785X0001/F;4;0.22675;0.246;234;236;2;2
172;2009;00792X0042/P;4;0.28;0.42;228;231;2;4
173;2009;00806X0004/P;3;0.0133333333333;0.04;86;231;0;1
174;2009;00811X0013/MY;2;0.03;0.04;31;31;1;1
175;2009;00813X0050/P;2;0.205;0.23;227;228;2;3
176;2009;00814X0065/P;2;0.175;0.19;231;231;2;3
177;2009;00816X0062/F;2;0.0;0.0;228;231;0;0
178;2009;00818X0054/HY;2;0.01;0.02;228;231;0;1
179;2009;00825X0015/F;1;0.01;0.01;231;231;1;1
180;2009;00825X0128/111111;3;0.01;0.03;86;231;0;1
181;2009;00832X0085/HY;2;0.28;0.45;228;231;2;7
182;2009;00843X0060/F.AEP;2;0.0;0.0;228;231;0;0
183;2009;00845X0005/F;4;0.12;0.21;228;231;1;3
184;2009;00845X0018/HY;4;1.185;1.38;228;231;3;4
185;2009;00853X0024/SAEP;5;0.338;0.54;56;231;2;3
186;2009;00861X0001/PAEP;3;0.03;0.07;55;231;0;2
187;2009;00861X0032/PAEP;1;0.0;0.0;231;231;0;0
188;2009;00864X0032/SAEP;5;0.06;0.11;263;270;0;2
189;2009;00868X0013/SAEP;3;0.05;0.12;56;231;0;2
190;2009;00871X0021/SAEP;6;0.0134266666667;0.08;263;270;0;1
191;2009;00873X0018/SAEP;6;0.0166666666667;0.03;56;270;0;2
192;2009;00876X0011/S1;5;0.592072;0.73;263;270;2;3
193;2009;00878X0012/SO;6;0.0618;0.0903;263;270;1;3
194;2009;00878X0019/SAEP;6;0.0917333333333;0.11;263;270;2;3
195;2009;00883X0044/SAEP3;4;0.0;0.0;56;268;0;0
196;2009;00883X0046/SAEP2;2;0.0;0.0;268;268;0;0
197;2009;00887X1007/SAEP1;6;0.00333333333333;0.0186;263;270;0;1
198;2009;00888X0052/HY;5;0.304048;0.4;263;270;3;4
199;2009;00938X0025/FD1;1;0.0;0.0;234;234;0;0
200;2009;00945X0013/P1;4;0.10075;0.133;234;236;1;2
201;2009;00946X0035/F3;1;0.0;0.0;234;234;0;0
202;2009;00955X0007/C1;4;0.04025;0.072;234;236;0;2
203;2009;00955X0050/F1;2;0.0;0.0;95;234;0;0
204;2009;00978X0011/C1;2;0.0545;0.058;234;234;1;1
205;2009;00983X0193/F;2;0.0;0.0;145;234;0;0
206;2009;00986X0085/S;2;0.028;0.03;234;234;1;1
207;2009;00991X0128/F2;2;0.0;0.0;163;234;0;0
208;2009;00994B0114/F;2;0.0235;0.027;234;234;1;1
209;2009;00996X0002/PC;13;0.009;0.072;145;236;0;2
210;2009;01001B0153/HY;4;0.0455;0.068;234;236;1;2
211;2009;01005K0047/F1;6;0.282333333333;0.478;164;236;5;9
212;2009;01007X0115/F;1;0.035;0.035;234;234;1;1
213;2009;01022X0045/HY;2;0.0;0.0;234;234;0;0
214;2009;01025X0047/F;2;0.015;0.03;87;234;0;2
215;2009;01035X0030/F;1;0.03;0.03;231;231;1;1
216;2009;01044X0155/P;4;0.1725;0.38;228;231;1;3
217;2009;01053X0004/P;1;0.08;0.08;231;231;3;3
218;2009;01056X0108/HY;2;0.14;0.15;228;231;1;2
219;2009;01076X1005/SAEP;4;0.105;0.22;228;231;0;4
220;2009;01078X0001/PAEP;5;0.3;0.49;58;231;2;9
221;2009;01082X0014/PAEP;2;0.15;0.17;228;231;1;1
222;2009;01084X0018/F;2;0.155;0.19;228;231;3;3
223;2009;01092X0009/PAEP;2;0.205;0.34;228;231;1;1
224;2009;01092X0017/SAEP;5;0.328;0.55;56;231;1;2
225;2009;01093X0005/PAEP;2;0.015;0.03;55;231;0;1
226;2009;01103X0032/SAEP;6;0.238416666667;0.29;263;270;2;3
227;2009;01103X0065/FE2;2;0.035;0.07;55;231;0;1
228;2009;01105X0109/P2;2;0.0;0.0;228;231;0;0
229;2009;01112X0010/P1;4;0.0505;0.062;268;377;1;3
230;2009;01113X0008/HY;6;0.208216666667;0.2703;268;377;2;9
231;2009;01114X0044/HY;7;0.0681885714286;0.167;263;377;0;13
232;2009;01115X0110/F;8;0.23976375;0.3227;3;377;2;12
233;2009;01116X0086/HY;7;0.304865714286;0.4;263;377;2;10
234;2009;01116X0098/HY;6;0.0;0.0;263;270;0;0
235;2009;01117X0120/SCE;6;0.07;0.19;263;270;0;2
236;2009;01121X0011/HY;6;0.321666666667;0.42;263;270;4;5
237;2009;01123X0013/HY;7;0.0693142857143;0.104;263;377;1;12
238;2009;01124X0026/HY;7;0.454011428571;2.34;263;377;0;13
239;2009;01131X0008/F;5;0.005786;0.02871;263;270;0;2
240;2009;01131X0045/HY;6;0.000118333333333;0.00038;263;270;0;1
241;2009;01131X0046/HY;5;0.024042;0.04;263;270;1;1
242;2009;01141X0015/F;2;0.0;0.0;268;376;0;0
243;2009;01143X0019/P1;4;0.00537;0.021;268;376;0;4
244;2009;01143X0039/HY;2;0.18513;0.23;268;268;2;3
245;2009;01143X0046/HY;6;0.281926666667;0.5;263;270;2;3
246;2009;01144X0004/S;2;0.12899;0.17772;268;268;3;4
247;2009;01144X0015/HY;6;1.03840166667;1.53;263;270;2;5
248;2009;01144X0019/HY;6;0.14395;0.3005;263;270;1;6
249;2009;01145X0021/F;3;0.02;0.06;268;268;0;1
250;2009;01146X0011/P1;6;0.00352;0.02;263;270;0;3
251;2009;01168X0005/F1;5;0.1506;0.236;57;236;1;3
252;2009;01168X0034/F1;2;0.0;0.0;234;234;0;0
253;2009;01172X0010/F;5;0.1202;0.19;95;236;1;3
254;2009;01172X0066/F2;2;0.121;0.152;95;234;2;2
255;2009;01176X0004/P;6;0.23;0.307;54;236;3;3
256;2009;01178X0009/FD1;4;0.1575;0.18;95;236;1;1
257;2009;01183X0075/F1;8;0.358125;0.556;92;236;4;4
258;2009;01184X0027/C1;1;0.07;0.07;95;95;1;1
259;2009;01184X0051/F2;5;0.2616;0.309;54;236;3;3
260;2009;01185X0010/C1;2;0.0255;0.027;234;234;1;2
261;2009;01188X0018/F2;2;0.0;0.0;234;234;0;0
262;2009;01191X0239/F;2;0.0;0.0;234;234;0;0
263;2009;01193X0187/F2;4;0.0335;0.079;234;236;0;1
264;2009;01194X0157/F2;7;0.156714285714;0.41;92;236;1;4
265;2009;01196X0042/C4;2;0.1155;0.119;234;234;2;2
266;2009;01204X0045/FE1;1;0.11;0.11;234;234;2;2
267;2009;01205X0109/F6;7;0.0711428571429;0.124;41;236;0;3
268;2009;01205X0135/C1;4;0.25875;0.272;234;236;5;6
269;2009;01206X0146/FB1;1;0.0;0.0;234;234;0;0
270;2009;01213X0250/FP1;1;0.0;0.0;234;234;0;0
271;2009;01215X0040/C1;7;0.141;0.16;54;236;1;2
272;2009;01215X0103/C1;4;0.02325;0.093;38;234;0;2
273;2009;01224X0003/S;12;0.0517375;0.13285;234;236;1;3
274;2009;01228X0001/S;1;0.0;0.0;234;234;0;0
275;2009;01233X0010/S;2;0.0225;0.045;234;234;0;2
276;2009;01241X0314/F;2;0.0;0.0;145;234;0;0
277;2009;01242X0521/F1.AEP;2;0.041;0.042;233;234;1;1
278;2009;01251X0045/F;2;0.0105;0.021;234;234;0;1
279;2009;01253X0082/F;2;0.115;0.12;234;234;1;1
280;2009;01254X0070/F;4;0.1225;0.19;234;236;2;3
281;2009;01254X0257/P;4;0.2225;0.272;234;236;3;5
282;2009;01258X0072/F;3;0.387;0.439;234;236;5;7
283;2009;01262X0009/P;2;0.0;0.0;234;234;0;0
284;2009;01263X0055/P;2;0.023;0.026;234;234;1;1
285;2009;01273X0031/HY;4;0.4325;0.45;228;231;2;3
286;2009;01275X0016/P;2;0.098;0.196;234;236;0;2
287;2009;01277X0181/F;2;0.1185;0.215;233;234;1;3
288;2009;01282X0165/F;3;0.0133333333333;0.02;87;231;0;1
289;2009;01288X0039/HY;2;0.075;0.08;229;231;1;1
290;2009;01293X0021/F;1;0.0;0.0;231;231;0;0
291;2009;01294X0052/HY;2;0.0;0.0;228;231;0;0
292;2009;01296X0033/HY;4;0.15525;0.169;234;236;2;2
293;2009;01296X0064/P;4;0.2235;0.39;234;236;2;3
294;2009;01306X0044/HY;4;0.46375;1.318;234;236;3;4
295;2009;01306X0070/HY;1;0.28;0.28;234;234;3;3
296;2009;01307X0117/SCE;4;0.006;0.024;234;236;0;1
297;2009;01308X0089/P;2;0.037;0.04;234;234;1;1
298;2009;01312X0084/F1AEP;1;0.15;0.15;231;231;3;3
299;2009;01318X0002/SAEP;2;0.3;0.41;228;231;3;5
300;2009;01318X0042/SAEP;2;0.215;0.23;228;231;3;6
301;2009;01321X0011/FAEP;5;0.224;0.29;58;231;2;5
302;2009;01323X0005/FAEP;3;0.0;0.0;228;231;0;0
303;2009;01326X0041/FAEP;4;0.9675;1.84;227;228;2;9
304;2009;01327X0055/PAEP86;4;0.62;0.97;228;231;5;11
305;2009;01332X1010/F;2;0.035;0.06;228;231;1;1
306;2009;01334X0010/SAEP;4;0.015;0.03;228;231;0;1
307;2009;01335X0001/FAEP;2;0.02;0.04;228;231;0;1
308;2009;01344X1002/HY;5;0.1124;0.19;228;377;1;14
309;2009;01354X0069/HY;6;0.100123333333;0.19034;263;270;1;3
310;2009;01354X0153/F1;3;0.03539;0.04;268;268;1;2
311;2009;01355X0261/F;3;0.0756666666667;0.12;228;377;2;8
312;2009;01356X0099/HY;2;0.185;0.29;228;231;2;3
313;2009;01358X0045/PC9;6;0.00210666666667;0.012;264;270;0;2
314;2009;01358X0201/F;8;0.056735;0.1714;263;377;0;12
315;2009;01363X0007/HY;6;0.028485;0.07;263;270;1;3
316;2009;01372X0064/HY;3;0.270533333333;0.81;263;268;0;1
317;2009;01372X0196/EX;2;0.0001;0.0002;268;268;0;1
318;2009;01374X0017/HY;6;0.000596666666667;0.00228;263;270;0;3
319;2009;01377X0063/HY;6;0.836785;4.86;263;270;0;3
320;2009;01385X0059/PC;3;0.0288233333333;0.086;268;376;1;12
321;2009;01392X0054/F;3;0.01;0.03;268;376;0;3
322;2009;01392X0089/HY;3;0.0001;0.0003;268;268;0;1
323;2009;01396X0142/F2;2;0.025;0.03;268;268;1;1
324;2009;01398X0030/27;2;0.01019;0.02;268;268;1;1
325;2009;01406X0012/405;3;0.001;0.003;268;376;0;2
326;2009;01424X0021/HYD;3;0.0703333333333;0.16;95;234;1;1
327;2009;01436X0017/C1;2;0.0;0.0;234;234;0;0
328;2009;01456X0022/F;2;0.0;0.0;234;234;0;0
329;2009;01462X0132/C1;4;0.19375;0.221;234;236;3;3
330;2009;01465X0087/PS3;4;0.14975;0.282;234;236;2;3
331;2009;01468X0046/FE3-94;3;0.0;0.0;95;234;0;0
332;2009;01474X0052/P1;4;0.1685;0.191;234;236;2;2
333;2009;01477X0018/C1;2;0.038;0.039;234;234;1;1
334;2009;01482X0001/F;2;0.01;0.02;146;234;0;2
335;2009;01483X0040/PC;11;0.0693636363636;0.277;146;234;1;4
336;2009;01485X0010/C1;1;0.022;0.022;234;234;1;1
337;2009;01493X0016/F2;4;0.0735;0.088;234;236;2;3
338;2009;01497X0014/SO;3;0.017;0.026;234;236;0;1
339;2009;01501X0072/F2-94;2;0.0;0.0;145;234;0;0
340;2009;01502X0003/F;10;0.1227;0.245;145;236;0;4
341;2009;01504X0085/S;4;0.955;1.028;234;236;3;4
342;2009;01505X0005/F;1;0.031;0.031;234;234;1;1
343;2009;01506X0043/F1;4;0.0;0.0;145;236;0;0
344;2009;01508X0002/F;4;0.17625;0.189;234;236;3;3
345;2009;01511X0036/F;4;0.02;0.08;234;236;0;1
346;2009;01511X0187/F;1;0.317;0.317;234;234;4;4
347;2009;01511X0192/F;3;0.0;0.0;145;234;0;0
348;2009;01513X0029/F3;2;0.277;0.277;234;236;4;4
349;2009;01515X0003/HY3;1;0.039;0.039;234;234;1;1
350;2009;01516X0115/F2;1;0.014;0.014;234;234;1;1
351;2009;01517X0025/P1;4;0.1275;0.167;234;236;2;3
352;2009;01517X0088/F5;4;0.27075;0.313;234;236;5;7
353;2009;01518X0153/HY3;1;0.127;0.127;234;234;2;2
354;2009;01522X0053/HY;3;0.0996666666667;0.109;234;236;2;2
355;2009;01525X0007/A6;4;0.1505;0.197;73;236;2;5
356;2009;01526X0063/F;4;0.28075;0.307;76;236;3;4
357;2009;01528X0112/P3;5;0.038;0.11;75;231;0;4
358;2009;01531X0092/P;3;0.0;0.0;234;236;0;0
359;2009;01531X0096/P5;5;0.012;0.04;75;231;0;2
360;2009;01532X0113/F1;1;0.0;0.0;234;234;0;0
361;2009;01536X0030/P;4;0.0875;0.15;228;231;1;3
362;2009;01541X0050/P1;2;0.06;0.12;231;231;0;4
363;2009;01544X1029/P2;2;0.055;0.07;228;231;1;4
364;2009;01546X0065/F;2;0.0;0.0;228;231;0;0
365;2009;01555X0067/F;2;0.005;0.01;228;231;0;1
366;2009;01557X0004/P1;2;0.135;0.138;234;234;2;2
367;2009;01561X0135/P;4;0.13425;0.143;234;236;2;2
368;2009;01566X0131/SCE;3;0.234333333333;0.433;234;234;2;4
369;2009;01571X0134/F2;4;0.37825;0.448;234;236;1;2
370;2009;01573X0013/SAEP;5;0.3324;0.502;58;236;3;5
371;2009;01573X0061/SAEP;3;0.0916666666667;0.145;234;236;1;3
372;2009;01573X0147/P0;5;1.6056;2.786;58;236;7;11
373;2009;01578X0002/SAEP;5;0.114;0.129;71;236;2;3
374;2009;01578X0012/SAEP;4;0.12025;0.132;234;236;3;3
